Examiner_ID	Pair_ID	Mating	Latent_Value	Compare_Value	Inconclusive_Reason	Exclusion_Reason	Difficulty
A1233	M249232	Mates	NV	NA	NA	NA	NA
A2243	M249232	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A2268	M249232	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A6303	M249232	Mates	NV	NA	NA	NA	NA
A1339	M249232	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A4396	M249232	Mates	NV	NA	NA	NA	NA
A6463	M249232	Mates	NV	NA	NA	NA	NA
A0007	M164162	Mates	NV	NA	NA	NA	NA
A4065	M164162	Mates	NV	NA	NA	NA	NA
A2101	M164162	Mates	NV	NA	NA	NA	NA
A5113	M164162	Mates	NV	NA	NA	NA	NA
A2126	M164162	Mates	NV	NA	NA	NA	NA
A6157	M164162	Mates	NV	NA	NA	NA	NA
A4182	M164162	Mates	NV	NA	NA	NA	NA
A2216	M164162	Mates	NV	NA	NA	NA	NA
A3226	M164162	Mates	NV	NA	NA	NA	NA
A0293	M164162	Mates	NV	NA	NA	NA	NA
A6312	M164162	Mates	NV	NA	NA	NA	NA
A5354	M164162	Mates	NV	NA	NA	NA	NA
A3370	M164162	Mates	NV	NA	NA	NA	NA
A2394	M164162	Mates	NV	NA	NA	NA	NA
A1413	M164162	Mates	NV	NA	NA	NA	NA
A4461	M164162	Mates	NV	NA	NA	NA	NA
A6488	M164162	Mates	NV	NA	NA	NA	NA
A0491	M164162	Mates	NV	NA	NA	NA	NA
A2079	M164165	Mates	NV	NA	NA	NA	NA
A3091	M164165	Mates	NV	NA	NA	NA	NA
A2135	M164165	Mates	NV	NA	NA	NA	NA
A0194	M164165	Mates	NV	NA	NA	NA	NA
A1258	M164165	Mates	NV	NA	NA	NA	NA
A1260	M164165	Mates	NV	NA	NA	NA	NA
A1323	M164165	Mates	NV	NA	NA	NA	NA
A1350	M164165	Mates	NV	NA	NA	NA	NA
A2002	M164165	Mates	NV	NA	NA	NA	NA
A2009	M164165	Mates	NV	NA	NA	NA	NA
A2036	M164165	Mates	NV	NA	NA	NA	NA
A2063	M164165	Mates	NV	NA	NA	NA	NA
A1071	M164165	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A2090	M164165	Mates	NV	NA	NA	NA	NA
A4099	M164165	Mates	NV	NA	NA	NA	NA
A3118	M164165	Mates	NV	NA	NA	NA	NA
A5122	M164165	Mates	NV	NA	NA	NA	NA
A0124	M164165	Mates	NV	NA	NA	NA	NA
A4137	M164165	Mates	NV	NA	NA	NA	NA
A1161	M164165	Mates	NV	NA	NA	NA	NA
A6166	M164165	Mates	NV	NA	NA	NA	NA
A6229	M164165	Mates	NV	NA	NA	NA	NA
A1233	M164165	Mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A2243	M164165	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A2259	M164165	Mates	NV	NA	NA	NA	NA
A2268	M164165	Mates	NV	NA	NA	NA	NA
A1339	M164165	Mates	NV	NA	NA	NA	NA
A4396	M164165	Mates	NV	NA	NA	NA	NA
A6463	M164165	Mates	NV	NA	NA	NA	NA
A0007	M180189	Mates	NV	NA	NA	NA	NA
A1044	M180189	Mates	NV	NA	NA	NA	NA
A1053	M180189	Mates	VEO	Inconclusive	Close	NA	B_Easy
A4065	M180189	Mates	NV	NA	NA	NA	NA
A1078	M180189	Mates	NV	NA	NA	NA	NA
A2088	M180189	Mates	NV	NA	NA	NA	NA
A2101	M180189	Mates	NV	NA	NA	NA	NA
A2126	M180189	Mates	NV	NA	NA	NA	NA
A6157	M180189	Mates	NV	NA	NA	NA	NA
A4182	M180189	Mates	NV	NA	NA	NA	NA
A0185	M180189	Mates	NV	NA	NA	NA	NA
A0205	M180189	Mates	NV	NA	NA	NA	NA
A2216	M180189	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A4218	M180189	Mates	NV	NA	NA	NA	NA
A0241	M180189	Mates	NV	NA	NA	NA	NA
A5354	M180189	Mates	NV	NA	NA	NA	NA
A2367	M180189	Mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A3370	M180189	Mates	NV	NA	NA	NA	NA
A2394	M180189	Mates	NV	NA	NA	NA	NA
A1413	M180189	Mates	NV	NA	NA	NA	NA
A2135	M180174	Mates	NV	NA	NA	NA	NA
A5174	M180174	Mates	NV	NA	NA	NA	NA
A0194	M180174	Mates	NV	NA	NA	NA	NA
A1258	M180174	Mates	NV	NA	NA	NA	NA
A1260	M180174	Mates	NV	NA	NA	NA	NA
A5309	M180174	Mates	NV	NA	NA	NA	NA
A1341	M180174	Mates	NV	NA	NA	NA	NA
A3415	M180174	Mates	NV	NA	NA	NA	NA
A0437	M180174	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A4443	M180174	Mates	NV	NA	NA	NA	NA
A2009	M180174	Mates	NV	NA	NA	NA	NA
A2036	M180174	Mates	NV	NA	NA	NA	NA
A6051	M180174	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A5057	M180174	Mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A0059	M180174	Mates	NV	NA	NA	NA	NA
A2063	M180174	Mates	NV	NA	NA	NA	NA
A1071	M180174	Mates	NV	NA	NA	NA	NA
A3073	M180174	Mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A2090	M180174	Mates	NV	NA	NA	NA	NA
A4099	M180174	Mates	NV	NA	NA	NA	NA
A5122	M180174	Mates	NV	NA	NA	NA	NA
A0124	M180174	Mates	NV	NA	NA	NA	NA
A4137	M180174	Mates	NV	NA	NA	NA	NA
A1161	M180174	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A6166	M180174	Mates	NV	NA	NA	NA	NA
A1177	M180174	Mates	NV	NA	NA	NA	NA
A2243	M180174	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A2259	M180174	Mates	NV	NA	NA	NA	NA
A2268	M180174	Mates	VID	Exclusion	NA	Minutiae	C_Medium
A1339	M180174	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A5453	M180174	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A1008	M135112	Mates	VEO	Individualization	NA	NA	C_Medium
A5014	M135112	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A3019	M135112	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A0043	M135112	Mates	VID	Inconclusive	Insufficient	NA	D_Difficult
A5084	M135112	Mates	VID	Individualization	NA	NA	E_VeryDifficult
A4198	M135112	Mates	VEO	Inconclusive	Insufficient	NA	E_VeryDifficult
A6247	M135112	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A4281	M135112	Mates	VID	Individualization	NA	NA	C_Medium
A5289	M135112	Mates	VID	Individualization	NA	NA	C_Medium
A5311	M135112	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A4362	M135112	Mates	VID	Individualization	NA	NA	D_Difficult
A1404	M135112	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A3406	M135112	Mates	VID	Individualization	NA	NA	C_Medium
A6409	M135112	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A6411	M135112	Mates	VID	Individualization	NA	NA	D_Difficult
A4416	M135112	Mates	VEO	Inconclusive	Insufficient	NA	D_Difficult
A1447	M135112	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A3460	M135112	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A3476	M135112	Mates	VID	Inconclusive	Insufficient	NA	D_Difficult
A2079	M135098	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A2135	M135098	Mates	VID	Inconclusive	Insufficient	NA	D_Difficult
A3172	M135098	Mates	VID	Individualization	NA	NA	C_Medium
A1258	M135098	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A1260	M135098	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A5410	M135098	Mates	VID	Individualization	NA	NA	E_VeryDifficult
A3415	M135098	Mates	VEO	Inconclusive	Insufficient	NA	D_Difficult
A0421	M135098	Mates	VEO	Individualization	NA	NA	D_Difficult
A1438	M135098	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A6006	M135098	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A3021	M135098	Mates	VEO	Inconclusive	Insufficient	NA	D_Difficult
A5041	M135098	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A0115	M135098	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A5131	M135098	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A6141	M135098	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A3145	M135098	Mates	VID	Individualization	NA	NA	C_Medium
A5147	M135098	Mates	VEO	Inconclusive	Insufficient	NA	B_Easy
A2178	M135098	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A5212	M135098	Mates	VID	Individualization	NA	NA	C_Medium
A0232	M135098	Mates	VEO	Individualization	NA	NA	D_Difficult
A4263	M135098	Mates	VEO	Inconclusive	Insufficient	NA	D_Difficult
A6328	M135098	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A2351	M135098	Mates	VID	Inconclusive	Overlap	NA	D_Difficult
A6355	M135098	Mates	VID	Inconclusive	Overlap	NA	D_Difficult
A4378	M135098	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A4387	M135098	Mates	VID	Individualization	NA	NA	B_Easy
A2466	M135098	Mates	VID	Individualization	NA	NA	C_Medium
A0473	M135098	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A3485	M135098	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A3494	M135098	Mates	VID	Individualization	NA	NA	E_VeryDifficult
A0007	M047051	Mates	VID	Individualization	NA	NA	C_Medium
A1044	M047051	Mates	VID	Individualization	NA	NA	C_Medium
A1053	M047051	Mates	VID	Individualization	NA	NA	B_Easy
A4065	M047051	Mates	VID	Individualization	NA	NA	A_Obvious
A1078	M047051	Mates	VID	Individualization	NA	NA	B_Easy
A2101	M047051	Mates	VID	Individualization	NA	NA	C_Medium
A5113	M047051	Mates	VID	Individualization	NA	NA	C_Medium
A2126	M047051	Mates	VID	Individualization	NA	NA	A_Obvious
A6157	M047051	Mates	VID	Individualization	NA	NA	C_Medium
A0205	M047051	Mates	VID	Individualization	NA	NA	B_Easy
A2207	M047051	Mates	VID	Individualization	NA	NA	A_Obvious
A2216	M047051	Mates	VID	Exclusion	NA	Minutiae	A_Obvious
A4218	M047051	Mates	VID	Individualization	NA	NA	A_Obvious
A3226	M047051	Mates	VID	Individualization	NA	NA	A_Obvious
A0241	M047051	Mates	VID	Individualization	NA	NA	B_Easy
A0293	M047051	Mates	VID	Individualization	NA	NA	A_Obvious
A6312	M047051	Mates	VID	Individualization	NA	NA	B_Easy
A2358	M047051	Mates	VID	Individualization	NA	NA	B_Easy
A2394	M047051	Mates	VID	Individualization	NA	NA	B_Easy
A1413	M047051	Mates	VID	Individualization	NA	NA	B_Easy
A5469	M047051	Mates	VID	Individualization	NA	NA	A_Obvious
A2079	M047016	Mates	VID	Individualization	NA	NA	A_Obvious
A1125	M047016	Mates	VID	Individualization	NA	NA	B_Easy
A1260	M047016	Mates	VID	Individualization	NA	NA	A_Obvious
A3415	M047016	Mates	VID	Individualization	NA	NA	A_Obvious
A0421	M047016	Mates	VID	Individualization	NA	NA	B_Easy
A2450	M047016	Mates	VID	Individualization	NA	NA	B_Easy
A2036	M047016	Mates	VID	Individualization	NA	NA	A_Obvious
A6051	M047016	Mates	VID	Individualization	NA	NA	A_Obvious
A5057	M047016	Mates	VID	Individualization	NA	NA	A_Obvious
A0059	M047016	Mates	VID	Individualization	NA	NA	C_Medium
A2063	M047016	Mates	VID	Individualization	NA	NA	A_Obvious
A1071	M047016	Mates	VID	Individualization	NA	NA	A_Obvious
A3073	M047016	Mates	VID	Individualization	NA	NA	C_Medium
A4099	M047016	Mates	VID	Individualization	NA	NA	A_Obvious
A3118	M047016	Mates	VID	Individualization	NA	NA	A_Obvious
A5122	M047016	Mates	VID	Individualization	NA	NA	B_Easy
A0124	M047016	Mates	VID	Individualization	NA	NA	A_Obvious
A1161	M047016	Mates	VID	Individualization	NA	NA	B_Easy
A3208	M047016	Mates	VID	Individualization	NA	NA	B_Easy
A6229	M047016	Mates	VID	Individualization	NA	NA	C_Medium
A2243	M047016	Mates	VID	Individualization	NA	NA	A_Obvious
A2259	M047016	Mates	VID	Individualization	NA	NA	A_Obvious
A4308	M047016	Mates	VID	Individualization	NA	NA	A_Obvious
A6364	M047016	Mates	VID	Individualization	NA	NA	C_Medium
A1393	M047016	Mates	VID	Individualization	NA	NA	A_Obvious
A1422	M047016	Mates	VID	Individualization	NA	NA	B_Easy
A5453	M047016	Mates	VID	Individualization	NA	NA	A_Obvious
A6463	M047016	Mates	VID	Individualization	NA	NA	A_Obvious
A5014	M026075	Mates	NV	NA	NA	NA	NA
A3019	M026075	Mates	NV	NA	NA	NA	NA
A0043	M026075	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A3046	M026075	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A4121	M026075	Mates	NV	NA	NA	NA	NA
A5219	M026075	Mates	NV	NA	NA	NA	NA
A6247	M026075	Mates	NV	NA	NA	NA	NA
A5311	M026075	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A1375	M026075	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A1404	M026075	Mates	NV	NA	NA	NA	NA
A6409	M026075	Mates	NV	NA	NA	NA	NA
A6411	M026075	Mates	NV	NA	NA	NA	NA
A4416	M026075	Mates	NV	NA	NA	NA	NA
A0419	M026075	Mates	NV	NA	NA	NA	NA
A1447	M026075	Mates	NV	NA	NA	NA	NA
A4461	M026075	Mates	VEO	Inconclusive	Close	NA	C_Medium
A0061	M026084	Mates	VEO	Inconclusive	Close	NA	B_Easy
A1125	M026084	Mates	NV	NA	NA	NA	NA
A3127	M026084	Mates	NV	NA	NA	NA	NA
A3172	M026084	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A5174	M026084	Mates	NV	NA	NA	NA	NA
A0194	M026084	Mates	NV	NA	NA	NA	NA
A4236	M026084	Mates	NV	NA	NA	NA	NA
A1258	M026084	Mates	NV	NA	NA	NA	NA
A1323	M026084	Mates	NV	NA	NA	NA	NA
A5480	M026084	Mates	NV	NA	NA	NA	NA
A3021	M026084	Mates	NV	NA	NA	NA	NA
A1035	M026084	Mates	NV	NA	NA	NA	NA
A5041	M026084	Mates	NV	NA	NA	NA	NA
A5131	M026084	Mates	NV	NA	NA	NA	NA
A3145	M026084	Mates	NV	NA	NA	NA	NA
A2178	M026084	Mates	NV	NA	NA	NA	NA
A5221	M026084	Mates	NV	NA	NA	NA	NA
A0232	M026084	Mates	NV	NA	NA	NA	NA
A1233	M026084	Mates	NV	NA	NA	NA	NA
A4263	M026084	Mates	NV	NA	NA	NA	NA
A6303	M026084	Mates	NV	NA	NA	NA	NA
A6328	M026084	Mates	NV	NA	NA	NA	NA
A2351	M026084	Mates	VEO	Inconclusive	Close	NA	D_Difficult
A4378	M026084	Mates	NV	NA	NA	NA	NA
A3485	M026084	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A0007	M187176	Mates	NV	NA	NA	NA	NA
A1044	M187176	Mates	VEO	Inconclusive	Overlap	NA	E_VeryDifficult
A1053	M187176	Mates	VID	Inconclusive	Overlap	NA	D_Difficult
A4065	M187176	Mates	VID	Inconclusive	Insufficient	NA	C_Medium
A1078	M187176	Mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A2088	M187176	Mates	VEO	Exclusion	NA	Minutiae	C_Medium
A2126	M187176	Mates	VEO	Inconclusive	Close	NA	B_Easy
A1143	M187176	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A6157	M187176	Mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A1159	M187176	Mates	VEO	Inconclusive	Close	NA	D_Difficult
A2207	M187176	Mates	VEO	Exclusion	NA	Pattern	B_Easy
A2216	M187176	Mates	VID	Exclusion	NA	Minutiae	D_Difficult
A4218	M187176	Mates	VEO	Inconclusive	Close	NA	C_Medium
A0241	M187176	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A0293	M187176	Mates	NV	NA	NA	NA	NA
A6312	M187176	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A5354	M187176	Mates	VID	Inconclusive	Overlap	NA	D_Difficult
A2358	M187176	Mates	NV	NA	NA	NA	NA
A0403	M187176	Mates	NV	NA	NA	NA	NA
A5469	M187176	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A6488	M187176	Mates	VEO	Inconclusive	Close	NA	C_Medium
A4056	M187171	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A2079	M187171	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A2295	M187171	Mates	VEO	Inconclusive	Insufficient	NA	D_Difficult
A4317	M187171	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A1341	M187171	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A6389	M187171	Mates	NV	NA	NA	NA	NA
A0437	M187171	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A4443	M187171	Mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A2020	M187171	Mates	NV	NA	NA	NA	NA
A2036	M187171	Mates	NV	NA	NA	NA	NA
A6051	M187171	Mates	VID	Inconclusive	Overlap	NA	B_Easy
A0059	M187171	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A2063	M187171	Mates	VEO	Inconclusive	Close	NA	C_Medium
A3073	M187171	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A4099	M187171	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A1107	M187171	Mates	VEO	Inconclusive	Close	NA	C_Medium
A4137	M187171	Mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A1177	M187171	Mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A4227	M187171	Mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A6229	M187171	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A2243	M187171	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A4308	M187171	Mates	VEO	Inconclusive	Insufficient	NA	B_Easy
A0356	M187171	Mates	VEO	Exclusion	NA	Minutiae	D_Difficult
A6364	M187171	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A1393	M187171	Mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A1422	M187171	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A1440	M187171	Mates	VID	Inconclusive	Close	NA	B_Easy
A5453	M187171	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A6463	M187171	Mates	NV	NA	NA	NA	NA
A1008	M057030	Mates	VID	Individualization	NA	NA	C_Medium
A3019	M057030	Mates	VID	Individualization	NA	NA	C_Medium
A3046	M057030	Mates	VID	Individualization	NA	NA	A_Obvious
A6114	M057030	Mates	VID	Individualization	NA	NA	B_Easy
A4121	M057030	Mates	VID	Individualization	NA	NA	C_Medium
A3179	M057030	Mates	VID	Individualization	NA	NA	B_Easy
A0185	M057030	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A6247	M057030	Mates	VID	Individualization	NA	NA	D_Difficult
A5311	M057030	Mates	VID	Individualization	NA	NA	C_Medium
A2367	M057030	Mates	VID	Individualization	NA	NA	D_Difficult
A1375	M057030	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A1404	M057030	Mates	VID	Individualization	NA	NA	D_Difficult
A6409	M057030	Mates	VID	Individualization	NA	NA	C_Medium
A6411	M057030	Mates	VID	Individualization	NA	NA	B_Easy
A4416	M057030	Mates	VID	Individualization	NA	NA	C_Medium
A0419	M057030	Mates	VID	Individualization	NA	NA	C_Medium
A4461	M057030	Mates	VID	Individualization	NA	NA	B_Easy
A3476	M057030	Mates	VID	Individualization	NA	NA	B_Easy
A0491	M057030	Mates	VID	Individualization	NA	NA	D_Difficult
A0061	M057047	Mates	VID	Individualization	NA	NA	D_Difficult
A0151	M057047	Mates	VID	Individualization	NA	NA	C_Medium
A5174	M057047	Mates	VID	Individualization	NA	NA	C_Medium
A1341	M057047	Mates	VID	Individualization	NA	NA	D_Difficult
A5410	M057047	Mates	VID	Individualization	NA	NA	C_Medium
A3458	M057047	Mates	VID	Individualization	NA	NA	B_Easy
A3021	M057047	Mates	VID	Individualization	NA	NA	D_Difficult
A5041	M057047	Mates	VID	Individualization	NA	NA	D_Difficult
A2090	M057047	Mates	VID	Individualization	NA	NA	B_Easy
A5131	M057047	Mates	VID	Individualization	NA	NA	E_VeryDifficult
A3145	M057047	Mates	VID	Individualization	NA	NA	D_Difficult
A5147	M057047	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A6166	M057047	Mates	VID	Individualization	NA	NA	B_Easy
A2178	M057047	Mates	VID	Inconclusive	Overlap	NA	B_Easy
A0232	M057047	Mates	VID	Individualization	NA	NA	B_Easy
A1233	M057047	Mates	VID	Individualization	NA	NA	C_Medium
A4263	M057047	Mates	VID	Inconclusive	Insufficient	NA	E_VeryDifficult
A2268	M057047	Mates	VID	Individualization	NA	NA	B_Easy
A6303	M057047	Mates	VID	Individualization	NA	NA	C_Medium
A6328	M057047	Mates	VID	Individualization	NA	NA	C_Medium
A1339	M057047	Mates	VID	Individualization	NA	NA	B_Easy
A2351	M057047	Mates	VID	Individualization	NA	NA	C_Medium
A4387	M057047	Mates	VID	Individualization	NA	NA	A_Obvious
A4396	M057047	Mates	VID	Individualization	NA	NA	C_Medium
A3485	M057047	Mates	VID	Individualization	NA	NA	C_Medium
A0007	M067035	Mates	VID	Individualization	NA	NA	D_Difficult
A1044	M067035	Mates	VID	Inconclusive	Overlap	NA	D_Difficult
A1053	M067035	Mates	VID	Individualization	NA	NA	D_Difficult
A1078	M067035	Mates	VEO	Inconclusive	Insufficient	NA	D_Difficult
A2101	M067035	Mates	VID	Inconclusive	Insufficient	NA	D_Difficult
A2126	M067035	Mates	VID	Individualization	NA	NA	D_Difficult
A1143	M067035	Mates	VID	Individualization	NA	NA	D_Difficult
A1159	M067035	Mates	VID	Individualization	NA	NA	D_Difficult
A4164	M067035	Mates	VEO	Inconclusive	Insufficient	NA	D_Difficult
A0205	M067035	Mates	VID	Individualization	NA	NA	B_Easy
A2207	M067035	Mates	VEO	Exclusion	NA	Minutiae	B_Easy
A4218	M067035	Mates	VEO	Inconclusive	Insufficient	NA	D_Difficult
A1224	M067035	Mates	VID	Individualization	NA	NA	C_Medium
A0241	M067035	Mates	VID	Inconclusive	Insufficient	NA	D_Difficult
A2358	M067035	Mates	VID	Inconclusive	Insufficient	NA	E_VeryDifficult
A4362	M067035	Mates	VID	Inconclusive	Insufficient	NA	C_Medium
A6488	M067035	Mates	VID	Inconclusive	Insufficient	NA	D_Difficult
A2079	M067054	Mates	VID	Individualization	NA	NA	D_Difficult
A1258	M067054	Mates	VID	Individualization	NA	NA	C_Medium
A5309	M067054	Mates	VID	Individualization	NA	NA	D_Difficult
A5318	M067054	Mates	VID	Individualization	NA	NA	E_VeryDifficult
A1332	M067054	Mates	VID	Individualization	NA	NA	C_Medium
A5417	M067054	Mates	VID	Individualization	NA	NA	D_Difficult
A2450	M067054	Mates	VID	Individualization	NA	NA	D_Difficult
A2020	M067054	Mates	VID	Individualization	NA	NA	C_Medium
A6051	M067054	Mates	VID	Individualization	NA	NA	C_Medium
A1107	M067054	Mates	VID	Individualization	NA	NA	D_Difficult
A4137	M067054	Mates	VID	Individualization	NA	NA	D_Difficult
A6141	M067054	Mates	VEO	Inconclusive	Insufficient	NA	D_Difficult
A3208	M067054	Mates	VEO	Inconclusive	Close	NA	C_Medium
A4227	M067054	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A6229	M067054	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A2259	M067054	Mates	VEO	Inconclusive	Insufficient	NA	D_Difficult
A4308	M067054	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A0356	M067054	Mates	VID	Individualization	NA	NA	C_Medium
A6364	M067054	Mates	VID	Individualization	NA	NA	D_Difficult
A1422	M067054	Mates	VID	Individualization	NA	NA	D_Difficult
A5453	M067054	Mates	VID	Individualization	NA	NA	C_Medium
A5014	M234202	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A4121	M234202	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A4182	M234202	Mates	VEO	Exclusion	NA	Pattern	C_Medium
A0185	M234202	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A5311	M234202	Mates	VID	Individualization	NA	NA	D_Difficult
A2367	M234202	Mates	VID	Inconclusive	Insufficient	NA	D_Difficult
A3370	M234202	Mates	VID	Exclusion	NA	Minutiae	D_Difficult
A1375	M234202	Mates	VID	Inconclusive	Insufficient	NA	D_Difficult
A6409	M234202	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A4416	M234202	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A0419	M234202	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A1447	M234202	Mates	VID	Inconclusive	Overlap	NA	D_Difficult
A4461	M234202	Mates	VID	Individualization	NA	NA	D_Difficult
A0491	M234202	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A3102	M234222	Mates	VID	Inconclusive	Insufficient	NA	D_Difficult
A4128	M234222	Mates	VID	Inconclusive	Overlap	NA	D_Difficult
A2135	M234222	Mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A5174	M234222	Mates	VID	Inconclusive	Overlap	NA	D_Difficult
A2295	M234222	Mates	VID	Individualization	NA	NA	C_Medium
A1341	M234222	Mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A1350	M234222	Mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A5410	M234222	Mates	VID	Inconclusive	Insufficient	NA	E_VeryDifficult
A0421	M234222	Mates	VEO	Inconclusive	Close	NA	C_Medium
A0437	M234222	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A1438	M234222	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A2450	M234222	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A2002	M234222	Mates	VID	Inconclusive	Overlap	NA	D_Difficult
A2009	M234222	Mates	VEO	Inconclusive	Close	NA	C_Medium
A3021	M234222	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A5041	M234222	Mates	VID	Individualization	NA	NA	D_Difficult
A5057	M234222	Mates	VID	Individualization	NA	NA	C_Medium
A2090	M234222	Mates	VID	Individualization	NA	NA	C_Medium
A0124	M234222	Mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A5131	M234222	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A3145	M234222	Mates	VID	Individualization	NA	NA	E_VeryDifficult
A1161	M234222	Mates	VID	Individualization	NA	NA	E_VeryDifficult
A6166	M234222	Mates	VID	Individualization	NA	NA	D_Difficult
A2178	M234222	Mates	VID	Inconclusive	Close	NA	C_Medium
A5221	M234222	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A2268	M234222	Mates	VID	Individualization	NA	NA	D_Difficult
A6303	M234222	Mates	VID	Inconclusive	Insufficient	NA	C_Medium
A1339	M234222	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A2351	M234222	Mates	VID	Individualization	NA	NA	D_Difficult
A4396	M234222	Mates	VEO	Inconclusive	Close	NA	C_Medium
A3485	M234222	Mates	VID	Inconclusive	Overlap	NA	C_Medium
A2079	M154153	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A1258	M154153	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A2342	M154153	Mates	VID	Exclusion	NA	Minutiae	C_Medium
A5410	M154153	Mates	VEO	Inconclusive	Insufficient	NA	E_VeryDifficult
